Temperature,Humidity,Moisture,Soil_Type,Crop,Nitrogen,Phosphorus,Potassium,pH,EC(mmhos/cm2),N_Status,P_Status,K_Status,Primary_Fertilizer,Secondary_Fertilizer,pH_Amendment
30.3,88,62,Alluvial,wheat,70,58,113,6.971534247,1.44,Optimal,Optimal,High,Sulphate of Potash (SOP),Ferrous Sulphate + Zinc Sulphate mixture,None
32.8,54,50,Black,groundnut,53,25,63,6.971534247,1.12,Optimal,Low,Optimal,Avoid Phosphate application,Borax + Zinc Sulphate mixture,Wood ash + Biochar
20.3,79,80,Clayey,sugarcane,47,21,63,6.971534247,0.55,Optimal,Low,Optimal,Split N doses,Borax + Zinc Sulphate mixture,None
25.8,63,30,Alkaline soil,barley,119,86,66,9.07,3.15,High,High,Optimal,Avoid Phosphate application,Borax + Ammonium Molybdate mixture,Gypsum + Sulphur
34.2,74,47,Red,onion,17,28,28,6.971534247,1.19,Low,Optimal,Low,Single Super Phosphate (SSP),Ferrous Sulphate,None
23.4,84,50,Alkaline soil,bajra,6,7,14,6.971534247,1.19,Low,Low,Low,Rock Phosphate,Borax + Elemental Sulphur mixture,Compost (Coffee prefers slightly acidic)
18.5,89,76,Alkaline soil,ragi,63,42,118,6.9,2.06,Optimal,Optimal,High,Muriate of Potash (MOP),Ferrous Sulphate,Organic matter composts
30.2,75,40,Alkaline soil,bajra,64,14,89,6.971534247,0.58,Optimal,Low,High,Balanced NPK (maintenance),Borax + Elemental Sulphur mixture,Gypsum + Sulphur
24,75,76,Black,ragi,80,80,108,6.971534247,0.99,Optimal,High,High,Ammonium Nitrate,Borax + Ammonium Molybdate mixture,Compost (Coffee prefers slightly acidic)
23.3,61,27,Alluvial,moong,82,23,43,6.971534247,0.56,High,Low,Optimal,Urea,Magnesium Sulphate + Zinc Sulphate mixture,Sulphur (Tea prefers acidic)
22.5,70,57,Arid,barley,46,44,93,6.971534247,1.19,Low,Optimal,High,Triple Super Phosphate (TSP),Borax + Ammonium Molybdate mixture,Lime
11.5,43,40,Alluvial,barley,74,6,53,6.971534247,1.47,Optimal,Low,Optimal,Balanced NPK (maintenance),Ammonium Molybdate + Zinc Sulphate mixture,None
13.5,83,26,Alluvial,barley,76,18,62,6.971534247,1.21,Optimal,Low,Optimal,Avoid Potash,Zinc Sulphate,None
22.8,57,75,Arid,garlic,13,20,66,6.971534247,0.65,Low,Low,Optimal,Ammonium Nitrate,Borax + Ammonium Molybdate mixture,Lime
25.9,49,24,Alluvial,moong,1,57,22,7.79,2.01,Low,Optimal,Low,Rock Phosphate,Ferrous Sulphate + Manganese Sulphate mixture,Organic matter composts
35.7,35,69,Black,maize,56,81,10,6.971534247,1.14,Optimal,High,Low,Sulphate of Potash (SOP),Borax + Ammonium Molybdate mixture,None
28.1,36,21,Laterite,onion,41,6,110,6.971534247,0.67,Optimal,Low,High,Monoammonium Phosphate (MAP),Magnesium Sulphate + Zinc Sulphate mixture,Wood ash + Biochar
22,84,64,Arid,bajra,32,14,47,6.971534247,1.14,Low,Low,Optimal,Urea Ammonium Nitrate (UAN),Rhizobium Biofertilizer + Zinc Sulphate mixture,Gypsum
22.9,58,43,Alkaline soil,rice,122,61,67,6.971534247,0.7,High,High,Optimal,Balanced NPK (maintenance),Borax + Zinc Sulphate mixture,None
25.6,36,53,Clayey,chickpea,107,22,17,6.971534247,0.65,High,Low,Low,Avoid Potash,Zinc Sulphate,Wood ash + Biochar
34.9,72,75,Alluvial,chickpea,93,78,102,6.971534247,0.75,High,High,High,Calcium Ammonium Nitrate (CAN),Zinc Sulphate,None
24.5,79,94,Clayey,ragi,38,53,10,6.971534247,0.85,Low,Optimal,Low,Triple Super Phosphate (TSP),Borax + Zinc Sulphate mixture,Lime
17.5,52,38,Clayey,onion,68,54,20,6.971534247,1.31,Optimal,Optimal,Low,Diammonium Phosphate (DAP),Gypsum + Borax mixture,Compost (Coffee prefers slightly acidic)
23.6,64,44,Alluvial,ragi,40,11,34,6.971534247,0.83,Optimal,Low,Low,Split N doses,Ferrous Sulphate + Manganese Sulphate mixture,Compost (Coffee prefers slightly acidic)
31.9,62,74,Clayey,groundnut,90,79,30,6.971534247,0.89,High,High,Low,Single Super Phosphate (SSP),Zinc Sulphate + Borax mixture,Gypsum + Organic matter
24.8,88,36,Clayey,chickpea,88,71,69,9.4,2.74,High,High,Optimal,Muriate of Potash (MOP),Ferrous Sulphate + Manganese Sulphate mixture,Sulphur
25.3,43,74,Clayey,soyabean,38,63,39,6.81,1.32,Low,High,Low,Stop K,Borax + Zinc Sulphate mixture,None
22.5,88,24,Clayey,sugarcane,106,34,24,6.971534247,1.39,High,Optimal,Low,Rock Phosphate,Ammonium Molybdate + Zinc Sulphate mixture,None
27.9,47,41,Alkaline soil,rice,101,62,53,9.17,2.04,High,High,Optimal,Stop P,Zinc Sulphate + Borax mixture,Sulphur
30.2,76,37,Alluvial,maize,80,89,118,6.971534247,1.39,High,High,High,Balanced NPK (maintenance),Ferrous Sulphate + Manganese Sulphate mixture,None
21.3,47,73,Black,groundnut,78,14,87,6.971534247,1.3,Optimal,Low,High,Triple Super Phosphate (TSP),Magnesium Sulphate + Zinc Sulphate mixture,Sulphur (Tea prefers acidic)
30.5,36,35,Arid,jowar,97,52,32,6.971534247,0.94,High,Optimal,Low,Urea,Ferrous Sulphate + Manganese Sulphate mixture,None
21.8,86,71,Arid,jowar,11,64,96,6.971534247,0.89,Low,High,High,Ammonium Chloride,Rhizobium Biofertilizer + Zinc Sulphate mixture,None
26.5,94,44,Laterite,onion,91,71,54,6.971534247,0.72,High,High,Optimal,Stop P,Ferrous Sulphate + Zinc Sulphate mixture,Gypsum
20.4,47,66,Clayey,cotton,34,33,118,6.971534247,1.27,Low,Optimal,High,Monoammonium Phosphate (MAP),Zinc Sulphate,None
30.2,89,84,Arid,sugarcane,113,29,97,9.15,3.25,High,Optimal,High,Balanced NPK (maintenance),Borax + Zinc Sulphate mixture,Sulphur
23.2,42,33,Laterite,garlic,93,11,109,6.971534247,1.33,High,Low,High,Calcium Ammonium Nitrate,Borax + Zinc Sulphate mixture,None
26.7,60,84,Black,maize,90,95,75,6.971534247,1.14,High,High,Optimal,Muriate of Potash (MOP),Magnesium Sulphate + Zinc Sulphate mixture,Wood ash + Biochar
26.3,56,42,Arid,soyabean,34,79,98,6.971534247,1.07,Low,High,High,Sulphate of Potash (SOP),Magnesium Sulphate,Sulphur
34.8,31,27,Laterite,onion,71,63,107,6.971534247,0.75,Optimal,High,High,Urea,Borax + Elemental Sulphur mixture,None
34.1,36,28,Arid,barley,83,35,112,9.35,3.73,High,Optimal,High,Balanced NPK (maintenance),Ferrous Sulphate,Sulphur
23.4,31,47,Arid,onion,26,36,47,6.971534247,0.73,Low,Optimal,Optimal,Monoammonium Phosphate (MAP),Zinc Sulphate,None
34.1,85,66,Alkaline soil,soyabean,53,80,42,7.75,1.71,Optimal,High,Optimal,Single Super Phosphate (SSP),Magnesium Sulphate + Zinc Sulphate mixture,Organic matter composts
28.6,42,67,Alkaline soil,mustard,13,76,27,6.971534247,1.22,Low,High,Low,Monoammonium Phosphate (MAP),Borax + Zinc Sulphate mixture,None
27.2,62,71,Laterite,maize,57,62,77,6.971534247,0.89,Optimal,High,Optimal,Diammonium Phosphate (DAP),Rhizobium Biofertilizer + Zinc Sulphate mixture,None
22.2,41,56,Alluvial,mustard,62,68,92,7.21,1.34,Optimal,High,High,Ammonium Chloride,Zinc Sulphate + Manganese Sulphate mixture,Gypsum + Sulphur
30.2,37,69,Alluvial,groundnut,94,81,70,7,1.92,High,High,Optimal,Balanced NPK (maintenance),Borax + Ammonium Molybdate mixture,Gypsum + Sulphur
25.8,55,29,Alluvial,chickpea,18,7,65,6.85,2.15,Low,Low,Optimal,Split N doses,Rhizobium Biofertilizer + Zinc Sulphate mixture,Sulphur
27.2,30,87,Alluvial,maize,71,70,58,9.44,2.87,Optimal,High,Optimal,Calcium Ammonium Nitrate,Ammonium Molybdate + Zinc Sulphate mixture,Gypsum + Sulphur
27.5,66,67,Red,wheat,21,62,12,6.971534247,0.84,Low,Optimal,Low,Urea,Zinc Sulphate + Manganese Sulphate mixture,None
24,40,40,Laterite,garlic,107,73,115,8.29,1.29,High,High,High,Avoid Potash,Rhizobium Biofertilizer + Zinc Sulphate mixture,Sulphur
27.7,60,59,Laterite,bajra,74,90,98,6.971534247,0.65,Optimal,High,High,Ammonium Nitrate,Ferrous Sulphate + Manganese Sulphate mixture,None
30.1,71,60,Red,onion,109,75,91,6.971534247,0.56,High,High,High,Sulphate of Potash (SOP),Ammonium Molybdate + Zinc Sulphate mixture,None
10.9,52,45,Arid,sugarcane,72,56,35,9.4,2.23,Optimal,Optimal,Low,Sulphate of Potash (SOP),Ferrous Sulphate + Manganese Sulphate mixture,Gypsum
22.8,90,69,Red,onion,17,45,28,6.971534247,0.66,Low,Optimal,Low,Stop P,Borax + Elemental Sulphur mixture,Gypsum
22.2,34,40,Alluvial,cotton,50,62,53,8.14,1.05,Optimal,High,Optimal,Ammonium Nitrate,Ferrous Sulphate + Manganese Sulphate mixture,Gypsum + Sulphur
32.5,91,46,Alkaline soil,bajra,35,88,65,9.04,2.03,Optimal,High,Optimal,Muriate of Potash (MOP),Gypsum + Borax mixture,Sulphur
27.8,56,89,Alkaline soil,garlic,19,43,65,6.971534247,1.11,Low,Optimal,Optimal,Avoid Potash,Zinc Sulphate + Manganese Sulphate mixture,Gypsum + Organic matter
37.9,71,48,Clayey,cotton,115,88,106,6.971534247,1.34,High,High,High,Triple Super Phosphate (TSP),Ferrous Sulphate + Manganese Sulphate mixture,Gypsum + Organic matter
28.8,70,47,Clayey,cotton,103,38,58,6.971534247,0.61,High,Optimal,Optimal,Ammonium Chloride,Zinc Sulphate,None
22.8,66,72,Alluvial,sugarcane,64,97,18,6.971534247,0.84,Optimal,High,Low,Stop P,Rhizobium Biofertilizer + Zinc Sulphate mixture,Gypsum + Organic matter
27.6,46,78,Alkaline soil,sugarcane,51,80,109,6.971534247,1.4,Optimal,High,High,Diammonium Phosphate (DAP),Ferrous Sulphate + Manganese Sulphate mixture,None
21.7,72,60,Laterite,sugarcane,53,28,107,9.32,2.53,Optimal,Low,High,Muriate of Potash (MOP),Borax + Elemental Sulphur mixture,Organic matter composts
27.9,66,74,Black,cotton,7,29,89,9.01,2.98,Low,Low,High,Split N doses,Rhizobium Biofertilizer + Zinc Sulphate mixture,Organic matter composts
35.7,68,74,Laterite,moong,78,44,54,6.971534247,0.52,High,Optimal,Optimal,Ammonium Nitrate,Magnesium Sulphate + Zinc Sulphate mixture,None
27.5,57,62,Clayey,cotton,129,6,100,6.971534247,0.56,High,Low,High,Sulphate of Potash (SOP),Ferrous Sulphate + Zinc Sulphate mixture,None
24,58,65,Laterite,sugarcane,74,45,36,6.971534247,0.97,Optimal,Optimal,Low,Split N doses,Ferrous Sulphate,Sulphur (Tea prefers acidic)
33.7,72,38,Clayey,moong,82,27,61,6.971534247,1.01,High,Low,Optimal,Diammonium Phosphate (DAP),Borax + Zinc Sulphate mixture,None
27.6,46,78,Alkaline soil,sugarcane,51,80,109,6.971534247,1.4,Optimal,High,High,Diammonium Phosphate (DAP),Ferrous Sulphate + Manganese Sulphate mixture,None
11.6,41,61,Alluvial,onion,23,52,27,6.971534247,0.99,Low,Optimal,Low,Calcium Ammonium Nitrate (CAN),Magnesium Sulphate + Zinc Sulphate mixture,None
29.2,90,71,Red,wheat,109,71,96,6.971534247,0.57,High,High,High,Ammonium Sulphate,Zinc Sulphate + Manganese Sulphate mixture,Gypsum
22.5,54,69,Laterite,barley,45,68,91,6.971534247,1.09,Low,High,High,Avoid Potash,Zinc Sulphate + Manganese Sulphate mixture,None
22.9,39,50,Alkaline soil,mustard,43,64,117,9.39,3.69,Optimal,High,High,Stop K,Borax + Zinc Sulphate mixture,Sulphur
21.3,79,20,Arid,soyabean,28,100,113,6.971534247,0.59,Low,High,High,Balanced NPK (maintenance),Rhizobium Biofertilizer + Zinc Sulphate mixture,Compost (Coffee prefers slightly acidic)
30.9,60,83,Red,soyabean,95,34,51,6.971534247,0.87,High,Optimal,Optimal,Split N doses,Ferrous Sulphate + Zinc Sulphate mixture,None
25.8,46,85,Alkaline soil,rice,36,68,78,6.971534247,0.61,Low,High,Optimal,Urea Ammonium Nitrate (UAN),Ferrous Sulphate + Manganese Sulphate mixture,Gypsum
23.4,39,23,Arid,wheat,50,71,53,9.42,2.08,Optimal,High,Optimal,Urea Ammonium Nitrate (UAN),Zinc Sulphate,Sulphur
28.4,43,19,Arid,moong,86,91,77,9.48,3.68,High,High,Optimal,Balanced NPK (maintenance),Magnesium Sulphate,Organic matter composts
26,70,67,Clayey,maize,92,25,65,6.971534247,0.86,High,Low,Optimal,Ammonium Chloride,Ferrous Sulphate + Manganese Sulphate mixture,Sulphur (Tea prefers acidic)
19.9,93,72,Alluvial,bajra,90,38,93,6.971534247,0.77,High,Optimal,High,Avoid N,Zinc Sulphate + Borax mixture,Sulphur (Tea prefers acidic)
24.9,34,55,Alkaline soil,sugarcane,41,27,93,6.971534247,0.97,Optimal,Low,High,Muriate of Potash (MOP),Gypsum + Borax mixture,None
30.5,43,34,Alkaline soil,sugarcane,30,91,15,6.971534247,1.08,Low,High,Low,Ammonium Chloride,Magnesium Sulphate,None
30.9,80,42,Arid,groundnut,83,10,69,6.971534247,0.8,High,Low,Optimal,Split N doses,Magnesium Sulphate,None
33.9,78,63,Alkaline soil,bajra,110,16,72,6.971534247,0.83,High,Low,Optimal,Urea Ammonium Nitrate (UAN),Ammonium Molybdate + Zinc Sulphate mixture,None
23.3,35,57,Black,maize,28,72,14,9.11,2.66,Low,High,Low,Monoammonium Phosphate (MAP),Ferrous Sulphate + Manganese Sulphate mixture,Organic matter composts
19.5,55,37,Alluvial,wheat,39,33,43,6.971534247,1.18,Optimal,Optimal,Low,Single Super Phosphate (SSP),Zinc Sulphate + Manganese Sulphate mixture,Sulphur (Tea prefers acidic)
31.2,73,44,Alkaline soil,jowar,8,84,114,6.971534247,1.11,Low,High,High,Balanced NPK (maintenance),Magnesium Sulphate + Zinc Sulphate mixture,None
22.8,52,50,Alkaline soil,soyabean,39,36,110,6.971534247,1.37,Optimal,Optimal,High,Sulphate of Potash (SOP),Zinc Sulphate,None
30.3,85,36,Alkaline soil,mustard,43,35,15,6.971534247,1.41,Optimal,Optimal,Low,Stop P,Zinc Sulphate + Borax mixture,None
31.9,60,77,Arid,jowar,104,82,92,6.971534247,1.33,High,High,High,Rock Phosphate,Manganese Sulphate,None
21.4,95,80,Laterite,moong,95,32,14,6.971534247,0.84,High,Optimal,Low,Diammonium Phosphate (DAP),Ammonium Molybdate + Zinc Sulphate mixture,None
27.9,70,48,Alluvial,maize,110,6,81,6.971534247,0.94,High,Low,High,Calcium Ammonium Nitrate,Borax + Elemental Sulphur mixture,None
19.6,40,64,Laterite,ragi,30,97,93,6.971534247,0.71,Low,High,High,Calcium Ammonium Nitrate (CAN),Zinc Sulphate,Compost (Coffee prefers slightly acidic)
22.2,66,24,Alluvial,sugarcane,22,87,99,9.21,4.13,Low,High,High,Avoid Phosphate application,Borax + Zinc Sulphate mixture,Gypsum
16.7,43,73,Alluvial,chickpea,19,8,16,6.971534247,0.77,Low,Low,Low,Avoid Potash,Zinc Sulphate + Manganese Sulphate mixture,Gypsum + Organic matter
34.5,64,33,Alluvial,soyabean,64,86,102,6.971534247,0.64,Optimal,High,High,Ammonium Sulphate,Zinc Sulphate + Borax mixture,Gypsum + Sulphur
19.9,74,36,Arid,maize,57,26,107,6.971534247,1.18,Optimal,Low,High,Monoammonium Phosphate (MAP),Borax + Ammonium Molybdate mixture,None
12.8,49,35,Clayey,cotton,24,7,68,6.971534247,0.85,Low,Low,Optimal,Diammonium Phosphate (DAP),Ferrous Sulphate + Manganese Sulphate mixture,Wood ash + Biochar
26.8,36,59,Black,mustard,84,74,66,6.971534247,1.3,High,High,Optimal,Single Super Phosphate (SSP),Zinc Sulphate,None
27.3,44,33,Alkaline soil,mustard,69,17,97,6.971534247,1.43,Optimal,Low,High,Triple Super Phosphate (TSP),Borax + Ammonium Molybdate mixture,None
33.1,84,74,Arid,rice,45,4,20,6.971534247,0.66,Optimal,Low,Low,Reduce N,Zinc Sulphate + Borax mixture,None
37.7,70,35,Black,soyabean,68,29,47,6.971534247,0.56,Optimal,Low,Optimal,Avoid Phosphate application,Borax + Zinc Sulphate mixture,None
23.2,38,75,Alkaline soil,chickpea,112,18,23,6.971534247,1.31,High,Low,Low,Ammonium Sulphate,Magnesium Sulphate + Zinc Sulphate mixture,None
13.4,94,37,Black,wheat,113,77,96,6.971534247,0.59,High,High,High,Diammonium Phosphate (DAP),Borax + Elemental Sulphur mixture,Lime
24.9,89,46,Arid,barley,99,53,66,6.971534247,1.27,High,Optimal,Optimal,Ammonium Chloride,Ferrous Sulphate + Manganese Sulphate mixture,Gypsum
24.4,92,58,Alkaline soil,ragi,18,98,22,6.971534247,0.83,Low,High,Low,Calcium Ammonium Nitrate,Zinc Sulphate,Gypsum + Sulphur
12.8,49,35,Clayey,cotton,24,7,68,6.971534247,0.85,Low,Low,Optimal,Diammonium Phosphate (DAP),Ferrous Sulphate + Manganese Sulphate mixture,Wood ash + Biochar
34.5,94,56,Alluvial,moong,108,43,68,6.971534247,1.24,High,Optimal,Optimal,Ammonium Chloride,Ferrous Sulphate + Zinc Sulphate mixture,None
34.6,36,41,Alkaline soil,onion,30,78,110,6.971534247,1.38,Low,High,High,Avoid N,Ammonium Molybdate + Zinc Sulphate mixture,None
23.8,48,31,Alkaline soil,garlic,112,61,18,6.971534247,1.25,High,High,Low,Urea Ammonium Nitrate (UAN),Ferrous Sulphate + Manganese Sulphate mixture,None
23.6,44,37,Laterite,moong,47,57,118,6.971534247,0.95,Optimal,Optimal,High,Monoammonium Phosphate (MAP),Magnesium Sulphate + Zinc Sulphate mixture,None
22.9,39,50,Alkaline soil,mustard,43,64,117,9.39,3.69,Optimal,High,High,Stop K,Borax + Zinc Sulphate mixture,Sulphur
25.5,57,67,Laterite,garlic,22,71,16,6.971534247,0.99,Low,High,Low,Calcium Ammonium Nitrate,Zinc Sulphate + Manganese Sulphate mixture,None
30.5,62,49,Red,wheat,102,39,53,6.971534247,1.06,High,Optimal,Optimal,Urea,Zinc Sulphate,None
31.2,81,84,Laterite,barley,120,19,44,6.971534247,1.41,High,Low,Optimal,Muriate of Potash (MOP),Magnesium Sulphate,Sulphur
23,30,35,Alkaline soil,barley,40,37,32,6.971534247,1.09,Low,Optimal,Low,Rock Phosphate,Ammonium Molybdate + Zinc Sulphate mixture,None
32.8,66,28,Clayey,maize,65,25,72,6.971534247,1.16,Optimal,Low,Optimal,Urea Ammonium Nitrate (UAN),Borax + Zinc Sulphate mixture,None
24.6,70,41,Alkaline soil,moong,128,23,73,6.971534247,0.6,High,Low,Optimal,Ammonium Nitrate,Borax + Elemental Sulphur mixture,Lime
30.7,94,38,Arid,ragi,105,84,91,6.971534247,1.02,High,High,High,Single Super Phosphate (SSP),Zinc Sulphate + Manganese Sulphate mixture,None
32.8,67,52,Alluvial,chickpea,61,27,64,9.17,4.17,Optimal,Low,Optimal,Stop P,Zinc Sulphate + Manganese Sulphate mixture,Gypsum
25.5,56,67,Laterite,mustard,67,52,58,6.971534247,1.22,Optimal,Optimal,Optimal,Ammonium Sulphate,Ferrous Sulphate,Compost (Coffee prefers slightly acidic)
15.9,78,57,Black,maize,79,81,71,6.971534247,0.55,Optimal,High,Optimal,Ammonium Nitrate,Magnesium Sulphate,Compost (Coffee prefers slightly acidic)
35.5,54,36,Clayey,soyabean,13,11,78,9.02,2.51,Low,Low,Optimal,Urea,Gypsum + Borax mixture,Organic matter composts
28.8,78,27,Clayey,onion,44,29,38,6.971534247,1.09,Optimal,Low,Optimal,Rock Phosphate,Zinc Sulphate + Borax mixture,Gypsum
25.4,32,79,Clayey,wheat,46,91,49,6.971534247,0.76,Optimal,High,Optimal,Avoid N,Ferrous Sulphate + Manganese Sulphate mixture,Wood ash + Biochar
24.9,54,49,Arid,wheat,24,40,21,6.971534247,1,Low,Optimal,Low,Avoid Potash,Borax + Elemental Sulphur mixture,Organic matter composts
29.8,58,95,Clayey,barley,27,79,9,6.971534247,1.37,Low,High,Low,Ammonium Nitrate,Rhizobium Biofertilizer + Zinc Sulphate mixture,None
24.8,84,61,Black,barley,24,15,53,6.971534247,0.56,Low,Low,Optimal,Avoid Potash,Gypsum + Borax mixture,None
22.5,40,44,Alluvial,barley,80,45,79,6.971534247,0.76,Optimal,Optimal,Optimal,Ammonium Sulphate,Ferrous Sulphate + Zinc Sulphate mixture,None
26.7,55,76,Arid,bajra,112,95,37,6.971534247,1.12,High,High,Optimal,Split N doses,Zinc Sulphate,None
37.2,32,57,Laterite,mustard,36,38,89,6.971534247,0.82,Optimal,Optimal,High,Urea,Zinc Sulphate + Borax mixture,Wood ash + Biochar
31.5,70,46,Black,rice,3,102,45,6.971534247,0.99,Low,High,Optimal,Split N doses,Ferrous Sulphate,Gypsum + Organic matter
32.5,33,62,Alluvial,mustard,60,24,71,6.971534247,1.43,Optimal,Low,Optimal,Stop P,Ferrous Sulphate,Gypsum
36,36,52,Arid,groundnut,126,90,98,6.971534247,0.61,High,High,High,Muriate of Potash (MOP),Zinc Sulphate + Borax mixture,None
12.2,73,48,Red,jowar,108,65,85,6.971534247,1.26,High,High,High,Reduce N,Ammonium Molybdate + Zinc Sulphate mixture,None
28.7,62,61,Red,moong,104,101,29,6.971534247,1.34,High,High,Low,Ammonium Chloride,Magnesium Sulphate + Zinc Sulphate mixture,None
26.6,31,78,Red,sugarcane,54,94,47,6.971534247,1,Optimal,High,Optimal,Calcium Ammonium Nitrate (CAN),Ferrous Sulphate,None
30.4,70,48,Laterite,cotton,71,88,83,6.971534247,0.7,Optimal,High,High,Calcium Ammonium Nitrate,Ferrous Sulphate + Manganese Sulphate mixture,Gypsum + Organic matter
34,72,38,Alluvial,cotton,82,18,18,6.971534247,1.02,Optimal,Low,Low,Urea Ammonium Nitrate (UAN),Borax + Elemental Sulphur mixture,None
22.6,72,71,Arid,barley,67,74,14,6.971534247,0.86,Optimal,High,Low,Stop P,Zinc Sulphate,Gypsum + Organic matter
19.2,64,21,Arid,barley,43,79,42,7.47,1.4,Optimal,High,Low,Calcium Ammonium Nitrate,Zinc Sulphate,Gypsum
20.5,70,49,Black,moong,111,66,61,6.971534247,1.2,High,High,Optimal,Ammonium Sulphate,Gypsum + Borax mixture,Sulphur (Tea prefers acidic)
27.5,93,75,Laterite,onion,118,71,72,6.971534247,1.07,High,High,Optimal,Muriate of Potash (MOP),Ferrous Sulphate + Zinc Sulphate mixture,Gypsum + Organic matter
27.9,54,73,Alkaline soil,moong,69,18,30,6.971534247,1.4,Optimal,Low,Low,Avoid N,Zinc Sulphate,None
27.4,43,57,Black,soyabean,52,77,91,6.971534247,0.67,Optimal,High,High,Stop P,Zinc Sulphate + Manganese Sulphate mixture,Gypsum
27.3,84,55,Alluvial,moong,99,17,32,6.971534247,0.64,High,Low,Low,Rock Phosphate,Ferrous Sulphate,Compost (Coffee prefers slightly acidic)
21.8,66,24,Clayey,wheat,23,21,9,6.971534247,0.68,Low,Low,Low,Monoammonium Phosphate (MAP),Borax + Ammonium Molybdate mixture,None
37.2,64,38,Red,rice,82,79,76,9.02,2.86,High,High,Optimal,Split N doses,Ferrous Sulphate + Zinc Sulphate mixture,Gypsum + Sulphur
23.9,94,88,Alkaline soil,mustard,32,67,83,6.971534247,0.78,Optimal,High,High,Stop P,Manganese Sulphate,None
22,66,72,Black,barley,18,17,31,6.971534247,0.9,Low,Low,Low,Split N doses,Ferrous Sulphate,Compost (Coffee prefers slightly acidic)
17.9,38,35,Black,soyabean,86,66,87,6.971534247,1.29,High,High,High,Stop K,Manganese Sulphate,Sulphur (Tea prefers acidic)
15.3,88,43,Arid,groundnut,102,53,37,9.41,2.56,High,Optimal,Low,Balanced NPK (maintenance),Ferrous Sulphate + Zinc Sulphate mixture,Gypsum + Sulphur
15.6,80,54,Arid,maize,12,17,66,6.971534247,0.68,Low,Low,Optimal,Avoid Phosphate application,Borax + Zinc Sulphate mixture,Compost (Coffee prefers slightly acidic)
23.6,45,96,Alluvial,maize,55,52,31,6.971534247,0.75,Optimal,Optimal,Low,Triple Super Phosphate (TSP),Zinc Sulphate,None
26.3,91,26,Red,maize,107,79,103,6.971534247,1.4,High,High,High,Ammonium Nitrate,Magnesium Sulphate + Zinc Sulphate mixture,Gypsum + Organic matter
22.2,48,71,Black,groundnut,35,14,72,6.971534247,0.8,Low,Low,Optimal,Ammonium Sulphate,Rhizobium Biofertilizer + Zinc Sulphate mixture,None
25.5,80,22,Laterite,sugarcane,97,3,91,6.971534247,1.13,High,Low,High,Muriate of Potash (MOP),Ferrous Sulphate + Zinc Sulphate mixture,None
24.1,49,41,Alkaline soil,barley,69,99,72,6.75,2.15,Optimal,High,Optimal,Balanced NPK (maintenance),Borax + Ammonium Molybdate mixture,Organic matter composts
17.3,82,40,Clayey,soyabean,88,89,91,6.971534247,1.11,High,High,High,Stop K,Magnesium Sulphate + Zinc Sulphate mixture,Wood ash + Biochar
28.2,56,31,Arid,mustard,105,38,28,6.971534247,1.34,High,Optimal,Low,Ammonium Sulphate,Zinc Sulphate + Manganese Sulphate mixture,None
33.5,68,95,Laterite,ragi,38,29,112,6.971534247,1.18,Optimal,Low,High,Urea Ammonium Nitrate (UAN),Zinc Sulphate,Gypsum + Sulphur
24.3,60,75,Alluvial,bajra,88,95,14,6.09,2.43,High,High,Low,Balanced NPK (maintenance),Manganese Sulphate,Gypsum + Sulphur
33.6,41,87,Clayey,sugarcane,112,59,57,6.971534247,1.24,High,High,Optimal,Balanced NPK (maintenance),Ferrous Sulphate + Manganese Sulphate mixture,Gypsum + Sulphur
26.2,75,73,Arid,chickpea,102,91,42,6.41,1.9,High,High,Optimal,Ammonium Chloride,Rhizobium Biofertilizer + Zinc Sulphate mixture,Sulphur
33.6,35,62,Alkaline soil,wheat,118,28,26,6.971534247,0.69,High,Optimal,Low,Avoid Potash,Ammonium Molybdate + Zinc Sulphate mixture,Gypsum + Sulphur
17.5,80,48,Black,rice,24,34,68,6.96,1.41,Low,Optimal,Optimal,Diammonium Phosphate (DAP),Zinc Sulphate + Borax mixture,Gypsum + Sulphur
18.1,94,72,Alluvial,soyabean,13,95,23,6.94,2.05,Low,High,Low,Rock Phosphate,Gypsum + Borax mixture,Gypsum
25.1,85,76,Clayey,barley,88,97,124,6.971534247,1.4,High,High,High,Ammonium Sulphate,Rhizobium Biofertilizer + Zinc Sulphate mixture,None
30.5,58,67,Red,onion,84,70,95,6.971534247,1.21,Optimal,High,High,Avoid Phosphate application,Gypsum + Borax mixture,None
30.8,76,54,Clayey,maize,99,16,50,6.971534247,1.05,High,Low,Optimal,Stop P,Zinc Sulphate + Borax mixture,Gypsum
18,30,92,Alluvial,groundnut,41,25,39,6.971534247,1.15,Low,Low,Optimal,Calcium Ammonium Nitrate (CAN),Zinc Sulphate + Borax mixture,Gypsum
20.1,78,44,Laterite,soyabean,27,20,121,6.971534247,0.82,Low,Low,High,Diammonium Phosphate (DAP),Magnesium Sulphate + Zinc Sulphate mixture,None
17.4,83,78,Alkaline soil,sugarcane,107,96,15,6.971534247,1.25,High,High,Low,Muriate of Potash (MOP),Borax + Zinc Sulphate mixture,Sulphur (Tea prefers acidic)
30.7,77,61,Alluvial,cotton,75,60,78,6.971534247,1.27,Optimal,Optimal,High,Triple Super Phosphate (TSP),Magnesium Sulphate,None
18.2,52,71,Red,rice,13,61,78,6.971534247,0.98,Low,Optimal,High,Split N doses,Gypsum + Borax mixture,Lime
